id,event_type,latitude,longitude,endlatitude,endlongitude,address,end_address,event_cause,requires_road_closure,start_datetime,end_datetime,status,authenticated,modified_datetime,map_file,direction,description,veh_type,veh_no,corridor,priority,cargo_material,reason_breakdown,age_of_truck,created_date,route_path,client_id,created_by_id,last_modified_by_id,assigned_to_police_id,citizen_accident_id,comment,police_station,meta_data,kgid,resolved_at_address,resolved_at_latitude,resolved_at_longitude,closed_by_id,closed_datetime,resolved_by_id,resolved_datetime,gba_identifier,zone,junction,duration_minutes,hour,day_of_week,is_weekend,month,peak_hour_flag,is_night,is_holiday,event_window,event_window_code,location_cluster,distance_to_nearest_junction_km,distance_to_nearest_corridor_km,is_major_corridor,event_path_distance_km,contains_water,contains_tree,contains_accident,contains_rally,contains_breakdown,contains_pothole,contains_closure,event_type_encoded,event_cause_encoded,priority_encoded,veh_type_encoded,status_encoded,corridor_encoded,junction_encoded,zone_encoded,tfidf_accident,tfidf_congestion,tfidf_construction,tfidf_others,tfidf_pot_holes,tfidf_procession,tfidf_public_event,tfidf_road_conditions,tfidf_starting_problem,tfidf_starting_problem_vehicle_breakdown,tfidf_tree_fall,tfidf_unknown,tfidf_unknown_accident,tfidf_unknown_pot_holes,tfidf_unknown_tree_fall,tfidf_unknown_vehicle_breakdown,tfidf_unknown_water_logging,tfidf_vehicle_breakdown,tfidf_vehicle_breakdown_vehicle_breakdown,tfidf_water_logging,severity_score,severity,severity_encoded,congestion_impact_score,affected_radius,corridor_historical_avg_duration,corridor_historical_avg_severity,corridor_historical_event_frequency,corridor_historical_avg_impact,junction_historical_avg_duration,junction_historical_avg_severity,junction_historical_event_frequency,junction_historical_avg_impact,location_cluster_historical_avg_duration,location_cluster_historical_avg_severity,location_cluster_historical_event_frequency,location_cluster_historical_avg_impact,corridor_rolling_impact_30d,junction_rolling_impact_30d,location_cluster_rolling_impact_30d,historical_impact_score
FKID004396,unplanned,13.09094844,77.53679215,13.09094844,77.53679215,"HP, Hesarghatta Road, Guni Agrahara, Sector 6, Dr. Shivaram Karanth Layout, Vaderahalli, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, 560097, India",,accident,0,2023-11-09 22:59:04.908431+00:00,2023-11-10 00:35:47.786720+00:00,closed,1,2023-11-10 00:35:47.786720+00:00,,unknown,unknown,unknown,,non_corridor,low,,,,2023-11-09 23:43:35.244064+00:00,,1,,,,FKUSR01469,,jalahalli,,,,,,,,,,,unknown,unknown,96.71463815,22,3,0,11,0,1,0,night,4,0,3.951817513616678,5.581679513693891,1,0.0,0,0,1,0,0,0,0,1,0,1,10,1,11,277,8,0.5837119184830725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3921416445339535,0.7109889780038909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Low,0,42.09,0.55,1072.2135594958706,0.5160051216389244,3124,57.65349551856594,909.2545886939166,1.0330213667667314,5663,64.75658484901994,905.855646780299,1.0737155621742367,8058,65.1206825515016,61.278333333333336,63.545,62.678999999999995,57.34
FKID004399,unplanned,12.9988243,77.5843343,12.9988243,77.5843343,"Sankey Road, MD Nanjundaswamy Circle, Rajamahal Guttahalli, Bengaluru, Karnataka. Pin-560003 (India)",,vehicle_breakdown,0,2023-11-09 23:16:45.989000+00:00,2023-11-10 01:35:47.617676+00:00,closed,1,2023-11-10 01:35:47.617676+00:00,,unknown,due_to_breakdown,heavy_vehicle,FKN00GL2195,bellary_road_1,high,,,,2023-11-09 23:20:19.620514+00:00,,1,FKUSR01276,FKUSR00001,,,,sadashivanagar,,FKKG001236,,,,,,,,Bengaluru West Corporation,west_zone_2,unknown,139.0271446,23,3,0,11,0,1,0,night,4,0,1.1550765607348115,1.7625521591045747,1,0.0,0,0,0,0,1,0,0,1,13,0,2,1,2,277,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,Medium,1,62.38,0.9,577.4034752757923,1.4065573770491804,610,70.72727868852459,909.2545886939166,1.0330213667667314,5663,64.75658484901994,905.855646780299,1.0737155621742367,8058,65.1206825515016,62.38,63.156666666666666,62.65181818181818,67.77
FKID005768,unplanned,12.9361824,77.5344466,12.9361824,77.5344466,"Dr Rajkumar Puniya Bhoomi Road, New D Souza Nagar, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",,vehicle_breakdown,0,2023-11-10 00:20:36.040000+00:00,2023-11-10 20:58:37.492520+00:00,closed,0,2023-11-10 20:58:37.492520+00:00,,unknown,traffic_moment_normal_sir,bmtc_bus,FKN00GL2831,orr_west_1,high,,,,2023-11-10 00:22:07.222584+00:00,,1,FKUSR00725,FKUSR00001,,,,banashankari,,FKKG000709,,,,,,,,Bengaluru West Corporation,west_zone_1,pes_devegowdacircle,1238.0242086666667,0,4,0,11,0,1,0,late_night,2,0,1.253481679628022,4.030608188711702,1,0.0,0,0,0,0,1,0,0,1,13,0,1,1,18,210,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,High,2,90.0,1.25,976.8095397315476,1.375,168,69.14303571428572,397.76958084583333,1.75,4,79.7825,905.855646780299,1.0737155621742367,8058,65.1206825515016,90.0,90.0,64.93083333333333,67.77
FKID005769,unplanned,13.04547,77.5073579,13.04547,77.5073579,"Hesaraghatta Main Road, Hesaragatta Cross Junction, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)",,vehicle_breakdown,0,2023-11-10 00:29:20.840000+00:00,2023-11-10 02:35:47.612870+00:00,closed,1,2023-11-10 02:35:47.612870+00:00,,unknown,eicher_vehicle_offroad_due_to_starting_problem_towards_city_at_h_cross,heavy_vehicle,FKN00GL2832,tumkur_road,high,,,,2023-11-10 00:30:34.715221+00:00,,1,FKUSR00099,FKUSR00001,,,,chikkabanavara,,FKKG000093,,,,,,,,Bengaluru North Corporation,north_zone_2,hesaraghattajunction,126.4462145,0,4,0,11,0,1,0,late_night,2,0,0.03296096906762687,3.320779961888654,1,0.0,0,0,0,0,1,0,0,1,13,0,2,1,19,101,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,Medium,1,60.81,0.9,437.78307261015283,1.3187772925764192,458,67.22281659388646,97.19501106388888,1.2666666666666666,30,65.93333333333334,905.855646780299,1.0737155621742367,8058,65.1206825515016,57.86,60.81,64.61384615384615,67.77
FKID005770,unplanned,12.9576503,77.55271,12.9576503,77.55271,"Mysore Road, Valmiki Nagar, Bengaluru, Karnataka. Pin-560026 (India)",,vehicle_breakdown,0,2023-11-10 00:31:14.562000+00:00,2023-11-10 01:00:36.722165+00:00,closed,0,2023-11-10 01:00:36.722705+00:00,,unknown,back_wheel_puncher_near_tollgate_location_out_going_side_sir_traffic_slowly_moving_sir,lcv,FKN00GL2833,mysore_road,high,,,,2023-11-10 00:33:21.265705+00:00,,1,FKUSR00055,FKUSR00001,,,,chamarajpet,,FKKG000049,,,,FKUSR00055,2023-11-10 01:00:36.722165+00:00,,,Bengaluru Central Corporation,central_zone_2,toll_gate_mysore_road,29.369336083333334,0,4,0,11,0,1,0,late_night,2,0,0.08067237511591896,1.570181051156218,1,0.0,0,0,0,0,1,0,0,1,13,0,4,1,10,267,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,Medium,1,48.67,0.9,813.8669654716016,1.4158815612382234,743,70.74039030955585,194.7323261969697,1.3636363636363635,33,70.24787878787879,905.855646780299,1.0737155621742367,8058,65.1206825515016,69.33500000000001,48.67,63.475,67.77
FKID005771,unplanned,12.9591732,77.6571489,12.9591732,77.6571489,"Old Airport Road, Ganesha Mandira Circle, Airport Area, Bengaluru, Karnataka. Pin-560017 (India)",,others,0,2023-11-10 00:56:37.499000+00:00,2023-11-15 22:40:17.267416+00:00,closed,1,2023-11-15 22:40:17.268080+00:00,,unknown,vehicle_moments_slove,unknown,,old_airport_road,high,,,,2023-11-10 00:58:01.531262+00:00,,1,FKUSR00636,FKUSR00001,,,,jeevanbheemanagar,,FKKG000623,,,,FKUSR00636,2023-11-15 22:40:17.267416+00:00,,,Bengaluru Central Corporation,central_zone_1,isro_junction_airport_rd,8503.662806933333,0,4,0,11,0,1,0,late_night,2,0,0.21383983860529038,0.24863136556331153,1,0.0,0,0,0,0,0,0,0,1,5,0,10,1,12,113,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,High,2,90.0,1.25,1370.6282811576755,1.4342105263157894,76,71.2832894736842,1511.3329095537038,1.4444444444444444,9,72.75222222222222,905.855646780299,1.0737155621742367,8058,65.1206825515016,90.0,90.0,65.24333333333333,71.3
FKID005198,unplanned,13.0432983,77.6079367,13.0432983,77.6079367,"MBT Road, SNN Clermont, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)",,vehicle_breakdown,0,2023-11-10 01:22:07.058000+00:00,2023-11-10 02:24:49.178832+00:00,closed,1,2023-11-10 02:24:49.179376+00:00,,unknown,vehicle_breakdown_due_to_starting_problem,lcv,FKN00GL2605,orr_north_1,high,,,,2023-11-10 01:23:46.332997+00:00,,1,FKUSR00141,FKUSR00001,,,,hebbala,,FKKG000135,,,,FKUSR00141,2023-11-10 02:24:49.178832+00:00,,,Bengaluru North Corporation,north_zone_1,unknown,62.70201386666667,1,4,0,11,0,1,0,late_night,2,0,0.6331865278690381,1.8532381374550602,1,0.0,0,0,0,0,1,0,0,1,13,0,4,1,16,277,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,Medium,1,52.84,0.9,641.4628361309698,1.4036363636363636,275,70.51603636363636,909.2545886939166,1.0330213667667314,5663,64.75658484901994,905.855646780299,1.0737155621742367,8058,65.1206825515016,52.84,60.5775,64.468125,67.77
FKID005772,unplanned,13.0141225,77.5660043,13.0141225,77.5660043,"Bharat Rathna Professor CN Rao Circle Underpass, CNR Rao Circle, Indian Institute of Science, Bengaluru, Karnataka. Pin-560012 (India)",,others,0,2023-11-10 01:33:08.127000+00:00,2023-11-18 02:52:23.032540+00:00,closed,1,2023-11-18 02:52:23.033035+00:00,,unknown,slow_movement_k_08_to_yeshwantpur,unknown,,tumkur_road,high,,,,2023-11-10 01:34:25.415619+00:00,,1,FKUSR00816,FKUSR00001,,,,sadashivanagar,,FKKG000798,,,,FKUSR00816,2023-11-18 02:52:23.032540+00:00,,,Bengaluru West Corporation,west_zone_2,tatainstitutecircle,10080.0,1,4,0,11,0,1,0,late_night,2,0,0.015011105887257932,2.0423553642097323,1,0.0,0,0,0,0,0,0,0,1,5,0,10,1,19,264,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,High,2,90.0,1.25,437.78307261015283,1.3187772925764192,458,67.22281659388646,1756.1335030458333,1.25,12,68.26666666666667,905.855646780299,1.0737155621742367,8058,65.1206825515016,68.57333333333334,72.455,65.97,71.3
FKID005773,unplanned,13.0141018,77.56591,13.0141018,77.56591,"CV Raman Road, CNR Rao Circle, Indian Institute of Science, Bengaluru, Karnataka. Pin-560012 (India)",,others,0,2023-11-10 01:34:33.186000+00:00,2023-11-18 02:52:20.793390+00:00,closed,1,2023-11-18 02:52:20.793957+00:00,,unknown,k_08_to_maramm_slow_movement,unknown,,tumkur_road,high,,,,2023-11-10 01:35:26.209196+00:00,,1,FKUSR00816,FKUSR00001,,,,sadashivanagar,,FKKG000798,,,,FKUSR00816,2023-11-18 02:52:20.793390+00:00,,,Bengaluru West Corporation,west_zone_2,tatainstitutecircle,10080.0,1,4,0,11,0,1,0,late_night,2,0,0.005589005244848245,2.0526365657592764,1,0.0,0,0,0,0,0,0,0,1,5,0,10,1,19,264,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,High,2,90.0,1.25,437.78307261015283,1.3187772925764192,458,67.22281659388646,1756.1335030458333,1.25,12,68.26666666666667,905.855646780299,1.0737155621742367,8058,65.1206825515016,73.93,78.30333333333333,67.305,71.3
FKID005774,unplanned,12.9446873,77.5972817,12.9446873,77.5972817,"14th Cross Road, Wilson Manor Apartment, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)",,vehicle_breakdown,0,2023-11-10 01:42:30.011000+00:00,2023-11-10 04:35:47.990834+00:00,closed,1,2023-11-10 04:35:47.990834+00:00,,unknown,unknown,heavy_vehicle,FKN00GL2834,non_corridor,low,,,,2023-11-10 01:43:45.958624+00:00,,1,FKUSR00332,FKUSR00001,,,,wilson_garden,,FKKG000324,,,,,,,,Bengaluru Central Corporation,central_zone_2,wilsongarden12thcrossjunc,173.29966389999998,1,4,0,11,0,1,0,late_night,2,0,0.020378669866920145,3.205333741198107,1,0.0,0,0,0,0,1,0,0,1,13,1,2,1,11,288,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6123344187878399,0.0,0.0,0.0,0.7156993212206915,0.0,0.3358884356032517,0.0,0.0,1,Low,0,51.66,0.55,1072.2135594958706,0.5160051216389244,3124,57.65349551856594,100.38213284791667,0.375,8,53.15625,905.855646780299,1.0737155621742367,8058,65.1206825515016,59.90428571428571,51.66,66.48157894736842,53.22
