id,event_type,latitude,longitude,endlatitude,endlongitude,address,end_address,event_cause,requires_road_closure,start_datetime,end_datetime,status,authenticated,modified_datetime,map_file,direction,description,veh_type,veh_no,corridor,priority,cargo_material,reason_breakdown,age_of_truck,created_date,route_path,client_id,created_by_id,last_modified_by_id,assigned_to_police_id,citizen_accident_id,comment,police_station,meta_data,kgid,resolved_at_address,resolved_at_latitude,resolved_at_longitude,closed_by_id,closed_datetime,resolved_by_id,resolved_datetime,gba_identifier,zone,junction,duration_minutes,hour,day_of_week,is_weekend,month,peak_hour_flag,is_night,is_holiday,event_window,event_window_code,location_cluster,distance_to_nearest_junction_km,distance_to_nearest_corridor_km,is_major_corridor,event_path_distance_km,contains_water,contains_tree,contains_accident,contains_rally,contains_breakdown,contains_pothole,contains_closure,event_type_encoded,event_cause_encoded,priority_encoded,veh_type_encoded,status_encoded,corridor_encoded,junction_encoded,zone_encoded,tfidf_accident,tfidf_congestion,tfidf_construction,tfidf_others,tfidf_pot_holes,tfidf_procession,tfidf_public_event,tfidf_road_conditions,tfidf_starting_problem,tfidf_starting_problem_vehicle_breakdown,tfidf_tree_fall,tfidf_unknown,tfidf_unknown_accident,tfidf_unknown_pot_holes,tfidf_unknown_tree_fall,tfidf_unknown_vehicle_breakdown,tfidf_unknown_water_logging,tfidf_vehicle_breakdown,tfidf_vehicle_breakdown_vehicle_breakdown,tfidf_water_logging,severity_score,severity,severity_encoded,congestion_impact_score,affected_radius,corridor_historical_avg_duration,corridor_historical_avg_severity,corridor_historical_event_frequency,corridor_historical_avg_impact,junction_historical_avg_duration,junction_historical_avg_severity,junction_historical_event_frequency,junction_historical_avg_impact,location_cluster_historical_avg_duration,location_cluster_historical_avg_severity,location_cluster_historical_event_frequency,location_cluster_historical_avg_impact,corridor_rolling_impact_30d,junction_rolling_impact_30d,location_cluster_rolling_impact_30d,historical_impact_score,safe_corridor_avg_duration,safe_corridor_avg_severity,safe_corridor_avg_impact,safe_corridor_event_frequency,safe_corridor_rolling_impact_30d,safe_junction_avg_duration,safe_junction_avg_severity,safe_junction_avg_impact,safe_junction_event_frequency,safe_junction_rolling_impact_30d,safe_location_cluster_avg_duration,safe_location_cluster_avg_severity,safe_location_cluster_avg_impact,safe_location_cluster_event_frequency,safe_location_cluster_rolling_impact_30d,tfidf_safe_accident,tfidf_safe_congestion,tfidf_safe_construction,tfidf_safe_others,tfidf_safe_pot_holes,tfidf_safe_procession,tfidf_safe_public_event,tfidf_safe_road_conditions,tfidf_safe_starting_problem,tfidf_safe_starting_problem_vehicle_breakdown,tfidf_safe_tree_fall,tfidf_safe_unknown,tfidf_safe_unknown_accident,tfidf_safe_unknown_pot_holes,tfidf_safe_unknown_tree_fall,tfidf_safe_unknown_vehicle_breakdown,tfidf_safe_unknown_water_logging,tfidf_safe_vehicle_breakdown,tfidf_safe_vehicle_breakdown_vehicle_breakdown,tfidf_safe_water_logging,recommended_personnel,recommended_barricades,deployment_risk_index,deployment_tier
FKID006165,unplanned,12.9387846,77.634508,12.9387846,77.634508,"Domlur Inner Ring Road, Srinivagilu Junction, Agaram, Bengaluru, Karnataka. Pin-560007 (India)",,water_logging,0,2023-11-22 20:50:32.517000+00:00,2023-11-22 21:05:02.632139+00:00,closed,1,2023-11-22 21:05:02.632139+00:00,,unknown,sar_aarmi_kaampaumd_imda_charamdi_niiru_person_traaphik_sloo_aaguttide_person_towards_yimda_imdiraa_nagar_sar,unknown,,irr_thanisandra_road,high,,,,2023-11-22 20:54:51.019484+00:00,,1,FKUSR00375,FKUSR00001,,,,ashok_nagar,,FKKG000365,,,,,,,,Bengaluru Central Corporation,central_zone_1,srinivagilu_ejipura_junc,14.501918983333333,20,2,0,11,1,0,0,evening,1,0,1.516937564934883,1.851003669187192,0,0.0,1,0,0,0,0,0,0,1,15,0,10,1,8,256,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,Medium,1,46.81,0.6,710.9732384066667,1.2421052631578948,95,51.927263157894735,1814.4068230583332,1.25,4,55.4375,905.855646780299,1.0737155621742367,8058,65.1206825515016,47.46230769230769,46.81,65.75826086956522,69.32,40.1262667,1.0833333333333333,47.51666666666667,12.0,47.51666666666667,934.3864973037828,1.0921052631578947,65.57886513157894,0.0,65.57886513157894,949.0041900669454,1.105351170568562,65.84720735785953,598.0,65.84720735785953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,7,3,Low
FKID004784,planned,12.969397,77.7006524,12.969397,77.7006524,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",,construction,0,2023-11-22 20:57:12.687000+00:00,2023-11-23 09:05:46+00:00,closed,1,2023-11-23 09:35:47.942896+00:00,,unknown,location_towards_marathhalli_and_karthiknagara_towards_mahadevpura_traffic_movement_will_be_slow_due_to_metrostation_piller_work,unknown,,orr_east_2,high,,,,2023-11-22 20:57:59.699619+00:00,,1,FKUSR00043,FKUSR00001,,,,hal_old_airport,,FKKG000037,,,,,,,,Bengaluru East Corporation,east_zone_1,unknown,728.5552166666668,20,2,0,11,1,0,0,evening,1,0,1.4501209763768177,0.0148190696063975,1,0.0,0,0,0,0,0,0,0,0,2,0,10,1,15,277,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,High,2,100.0,1.25,876.6935581073084,1.6737967914438503,187,83.22967914438503,909.2545886939166,1.0330213667667314,5663,64.75658484901994,905.855646780299,1.0737155621742367,8058,65.1206825515016,90.30833333333334,65.99261538461538,65.81542570951586,82.45,535.4044389909091,1.8181818181818181,89.42727272727274,11.0,89.42727272727274,968.5212125221367,1.041025641025641,65.99261538461538,195.0,65.99261538461538,947.4440861085419,1.1051752921535893,65.81542570951586,599.0,65.81542570951586,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,11,6,Critical
FKID006166,unplanned,12.9754625,77.5707518,12.9754625,77.5707518,"Rao Bahadur DGT Road, Cottonpet Circle, Cottonpete, Bengaluru, Karnataka. Pin-560053 (India)",,others,0,2023-11-22 21:05:32.674000+00:00,2023-11-28 21:14:13.555838+00:00,closed,1,2023-11-28 21:14:13.556414+00:00,,unknown,near_shantala_signal_hattira_ayyappa_temple_hattira_trafic_no_problem_sir,unknown,,non_corridor,low,,,,2023-11-22 21:07:16.653733+00:00,,1,FKUSR00292,FKUSR00001,,,,chamarajpet,,FKKG000284,,,,FKUSR00292,2023-11-28 21:14:13.555838+00:00,,,Bengaluru Central Corporation,central_zone_2,shantalajunction,8648.681363966667,21,2,0,11,1,0,0,evening,1,0,0.093971493871633,1.5653972908502023,1,0.0,0,0,0,0,0,0,0,1,5,1,10,1,11,242,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Medium,1,85.0,0.9,1072.2135594958706,0.5160051216389244,3124,57.65349551856594,1446.6392245122222,0.4666666666666667,15,56.64,905.855646780299,1.0737155621742367,8058,65.1206825515016,57.19117647058823,65.23333333333333,65.84740000000001,53.63,1179.2300012977273,0.4818181818181818,57.064772727272725,220.0,57.064772727272725,102.789714425,0.5,55.349999999999994,2.0,55.349999999999994,947.0792713261388,1.1066666666666667,65.8724,600.0,65.8724,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,5,4,High
FKID005239,planned,12.9507916,77.6999174,12.9507916,77.6999174,"Outer Ring Road, Sharadamma Layout, Munnekolala, Bengaluru, Karnataka. Pin-560037 (India)",,construction,0,2023-11-22 21:20:41.117000+00:00,2023-11-22 21:22:46+00:00,closed,1,2023-11-22 21:35:47.658872+00:00,,unknown,biscom_work_closing_for_1hour_slow_movement,unknown,,orr_east_1,high,,,,2023-11-22 21:23:48.473120+00:00,,1,FKUSR01446,FKUSR00001,,,,hal_old_airport,,FKKG001385,,,,,,,,Bengaluru East Corporation,east_zone_1,unknown,2.081383333333333,21,2,0,11,1,0,0,evening,1,0,0.6269449922331175,1.735314928491274,1,0.0,0,0,0,0,0,0,0,0,2,0,10,1,14,277,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Medium,1,55.26,0.9,807.4184427430328,1.4385245901639343,244,70.74364754098362,909.2545886939166,1.0330213667667314,5663,64.75658484901994,905.855646780299,1.0737155621742367,8058,65.1206825515016,78.31636363636363,65.93785714285714,65.8297836938436,82.45,1366.1139043776043,1.65625,79.036875,32.0,79.036875,967.2968962167516,1.0459183673469388,66.16612244897959,196.0,66.16612244897959,959.8939170709651,1.1064891846921796,65.90422628951748,601.0,65.90422628951748,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,11,4,High
FKID006168,unplanned,12.9551862,77.7008688,12.9551862,77.7008688,"Marathahalli Underpass, MSR Tech Zone, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",,vehicle_breakdown,0,2023-11-22 21:45:44.421000+00:00,2023-11-23 02:07:54.541309+00:00,closed,1,2023-11-23 02:07:54.541309+00:00,,unknown,person_bridge_service_road_to_le_arebiya_petrol_truck_engine_overheat_traffic_movement_fast_sir,truck,FKN00GL3064,varthur_road,high,Petrol vehicle,Vehicle breakdown,2022.0,2023-11-22 21:52:56.550816+00:00,,1,FKUSR01484,FKUSR00001,,,,hal_old_airport,,FKKG001422,,,,,,,,Bengaluru East Corporation,east_zone_1,maratahallibridgejunc,262.1686718166667,21,2,0,11,1,0,0,evening,1,0,0.1302266142325878,1.5254910177255183,0,0.0,0,0,0,0,1,0,0,1,13,0,9,1,21,165,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,High,2,90.0,0.95,824.8965201454546,1.5454545454545454,77,66.54675324675325,932.8796945802084,1.625,16,72.656875,905.855646780299,1.0737155621742367,8058,65.1206825515016,70.75615384615385,76.43857142857144,65.86993355481727,67.77,1084.4033701083333,1.6666666666666667,69.1525,12.0,69.1525,2238.627773788889,1.6666666666666667,74.17833333333333,6.0,74.17833333333333,958.3028663504707,1.106312292358804,65.88654485049834,602.0,65.88654485049834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8,7,5,High
FKID004789,unplanned,12.9977135,77.6702573,12.9977135,77.6702573,"Outer Ring Road, Ranka Junction, Annaiah Reddy Industrial Area, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)",,vehicle_breakdown,0,2023-11-22 21:47:00.572000+00:00,2023-11-23 00:35:47.743750+00:00,closed,1,2023-11-23 00:35:47.743750+00:00,,unknown,air_lock,truck,FKN00GL0480,orr_north_1,high,Goods carried,Air lock,7.0,2023-11-22 21:52:08.690865+00:00,,1,FKUSR00488,FKUSR00001,,,,banaswadi,,FKKG000477,,,,,,,,Bengaluru East Corporation,east_zone_2,unknown,168.78619583333332,21,2,0,11,1,0,0,evening,1,0,1.5465191914058722,4.542844362977506,1,0.0,0,0,0,0,1,0,0,1,13,0,9,1,16,277,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,High,2,91.1,1.25,641.4628361309698,1.4036363636363636,275,70.51603636363636,909.2545886939166,1.0330213667667314,5663,64.75658484901994,905.855646780299,1.0737155621742367,8058,65.1206825515016,76.81318181818182,66.06558375634518,65.9117744610282,67.77,1311.2724566357142,1.5238095238095237,76.13285714285715,21.0,76.13285714285715,962.3973250853637,1.0456852791878173,66.1107614213198,197.0,66.1107614213198,957.148414949917,1.1077943615257049,65.92653399668325,603.0,65.92653399668325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13,11,6,Critical
FKID006167,unplanned,12.9561208,77.6938418,12.9561208,77.6938418,"HAL Airport Road, Manjunatha Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",,others,0,2023-11-22 21:50:11.097000+00:00,2023-11-23 01:29:09.696442+00:00,closed,1,2023-11-23 01:29:09.697062+00:00,,unknown,a,unknown,,old_airport_road,high,,,,2023-11-22 21:51:43.536852+00:00,,1,FKUSR00020,FKUSR00001,,,,hal_old_airport,,FKKG000016,,,,FKUSR00020,2023-11-23 01:29:09.696442+00:00,,,Bengaluru East Corporation,east_zone_1,yemalur_cross_junc,218.97665736666667,21,2,0,11,1,0,0,evening,1,0,0.7592157378019085,1.6602726401354613,1,0.0,0,0,0,0,0,0,0,1,5,0,10,1,12,293,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,High,2,97.37,1.25,1370.6282811576757,1.4342105263157894,76,71.2832894736842,3411.894558383333,1.75,4,85.745,905.855646780299,1.0737155621742367,8058,65.1206825515016,66.48285714285714,76.49000000000001,65.96385761589404,71.3,820.6725406410255,1.2307692307692308,64.10692307692308,13.0,64.10692307692308,84.90187545,1.0,55.61,1.0,55.61,955.8431794878035,1.109271523178808,65.96821192052981,604.0,65.96821192052981,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,12,6,Critical
FKID004787,unplanned,13.052577,77.4868672,13.052577,77.4868672,"Mumbai Bengaluru Highway, Ravi Kirloskar Layout, Chikkabidarakallu, Bengaluru, Karnataka. Pin-560073 (India)",,accident,0,2023-11-22 21:55:22.292000+00:00,2023-11-22 23:35:47.943179+00:00,closed,1,2023-11-22 23:35:47.943179+00:00,,unknown,unknown,unknown,,non_corridor,low,,,,2023-11-22 21:57:24.587155+00:00,,1,FKUSR00061,FKUSR00001,,,,no_police_station,,FKKG000055,,,,,,,,,unknown,unknown,100.42751965,21,2,0,11,1,0,0,evening,1,0,2.3874285153379167,5.666077154481459,1,0.0,0,0,1,0,0,0,0,1,0,1,10,1,11,277,8,0.5837119184830725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3921416445339535,0.7109889780038909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Medium,1,67.55,0.9,1072.2135594958706,0.5160051216389244,3124,57.65349551856594,909.2545886939166,1.0330213667667314,5663,64.75658484901994,905.855646780299,1.0737155621742367,8058,65.1206825515016,57.23783783783784,66.0730808080808,65.96647933884297,57.34,1213.0284237532428,0.4841628959276018,57.19117647058823,221.0,57.19117647058823,958.3891880689395,1.0505050505050506,66.2369696969697,198.0,66.2369696969697,954.625218294215,1.1107438016528925,66.02011570247933,605.0,66.02011570247933,0.5837119184830725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3921416445339535,0.7109889780038909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,7,4,High
FKID006169,unplanned,12.9556655,77.7005733,12.9556417,77.7005699,"Marathahalli Underpass, Subbaiah Reddy Colony, Marathahalli Village, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)","Marathahalli Underpass, Subbaiah Reddy Colony, Marathahalli Village, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",vehicle_breakdown,1,2023-11-22 22:20:43.544000+00:00,2023-11-22 22:59:43.365191+00:00,closed,1,2023-11-22 22:59:43.365742+00:00,,unknown,bmtc_bus_bread_down_marathalli_bridze_under_pass_towards_le_arebia_orr_road_sir,bmtc_bus,FKN00GL3065,varthur_road,high,,,,2023-11-22 22:22:39.275931+00:00,,1,FKUSR00664,FKUSR00001,,,,hal_old_airport,,FKKG000648,,,,FKUSR00664,2023-11-22 22:59:43.365191+00:00,,,Bengaluru East Corporation,east_zone_1,maratahallibridgejunc,38.99701985,22,2,0,11,0,1,0,night,4,0,0.0822976624059964,1.5406107606989374,0,0.0026719669823938,0,0,0,0,1,0,0,1,13,0,1,1,21,165,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,High,2,69.87,1.451,824.8965201454546,1.5454545454545454,77,66.54675324675325,932.8796945802084,1.625,16,72.656875,905.855646780299,1.0737155621742367,8058,65.1206825515016,70.69285714285715,75.6175,65.97292079207921,91.28,1021.1545471628207,1.6923076923076923,70.75615384615385,13.0,70.75615384615385,1956.276473507143,1.7142857142857142,76.43857142857144,7.0,76.43857142857144,953.2156511347359,1.1105610561056105,66.0226402640264,606.0,66.0226402640264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15,9,6,Critical
FKID006170,unplanned,13.0136878,77.5882148,13.0136878,77.5882148,"Jayamahal Main Road, Enayathulla Mehkri Circle, Sadashiva Nagar, Bengaluru, Karnataka. Pin-560080 (India)",,vehicle_breakdown,0,2023-11-22 22:34:07.899000+00:00,2023-11-23 00:35:47.754625+00:00,closed,1,2023-11-23 00:35:47.754625+00:00,,unknown,location_road_near_location_traffic_normal_movement_sir,heavy_vehicle,FKN00GL3066,non_corridor,low,,,,2023-11-22 22:36:59.537948+00:00,,1,FKUSR00308,FKUSR00001,,,,r_t_nagar,,FKKG000300,,,,,,,,Bengaluru North Corporation,north_zone_2,mekhricircle,121.66426041666666,22,2,0,11,0,1,0,night,4,0,0.4798242812708011,0.3807193993637423,1,0.0,0,0,0,0,1,0,0,1,13,1,2,1,11,172,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,Low,0,45.21,0.55,1072.2135594958706,0.5160051216389244,3124,57.65349551856594,274.71540239036455,1.40625,64,70.4821875,905.855646780299,1.0737155621742367,8058,65.1206825515016,57.18390134529148,76.333,65.93871499176278,53.22,1208.016707968994,0.4864864864864865,57.23783783783784,222.0,57.23783783783784,144.97428386296298,1.6666666666666667,79.7911111111111,9.0,79.7911111111111,951.7095248887973,1.112026359143328,66.02897858319604,607.0,66.02897858319604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9,7,1,Low
FKID006171,unplanned,12.9911381,77.6570356,12.9911381,77.6570356,"Old Madras Road, Big Bazaar Junction, CV Raman Nagar, Bengaluru, Karnataka. Pin-560093 (India)",,pot_holes,0,2023-11-22 23:01:59.639000+00:00,2023-11-22 23:09:26.759134+00:00,active,1,2023-11-22 23:09:26.759134+00:00,,unknown,unknown,unknown,,old_madras_road,high,,,,2023-11-22 23:02:26.526843+00:00,,1,FKUSR01721,FKUSR00001,,,,banaswadi,,FKKG001609,,,,,,,,Bengaluru Central Corporation,central_zone_1,bigbazaarjunction_oldmadrasrd,7.452002233333333,23,2,0,11,0,1,0,night,4,0,0.0624546383901985,3.3414735581713915,1,0.0,0,0,0,0,0,1,0,1,6,0,10,0,13,41,0,0.0,0.0,0.0,0.0,0.548026544573425,0.0,0.0,0.0,0.0,0.0,0.0,0.4060149225031803,0.0,0.7313130582367913,0.0,0.0,0.0,0.0,0.0,0.0,2,Medium,1,45.93,0.9,668.8291854577947,1.376425855513308,263,69.49433460076045,130.16450958333334,1.2307692307692308,26,68.38576923076923,905.855646780299,1.0737155621742367,8058,65.1206825515016,67.155,66.405,65.90580592105263,59.57,123.02137902631578,1.3157894736842106,68.2721052631579,19.0,68.2721052631579,159.18062805,1.3333333333333333,73.23,3.0,73.23,950.3443188617051,1.1101973684210527,65.99473684210527,608.0,65.99473684210527,0.0,0.0,0.0,0.0,0.548026544573425,0.0,0.0,0.0,0.0,0.0,0.0,0.4060149225031803,0.0,0.7313130582367913,0.0,0.0,0.0,0.0,0.0,0.0,7,11,3,Low
FKID006172,unplanned,12.964348,77.5839948,12.964348,77.5839948,"Pailwan M Krishnappa Road, Shoukath Mohalla, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",,vehicle_breakdown,0,2023-11-22 23:31:33.082000+00:00,2023-11-23 01:35:47.719921+00:00,closed,1,2023-11-23 01:35:47.719921+00:00,,unknown,of_t_road_pk_line_trfice_no_problem_sir,bmtc_bus,FKN00GL1746,mysore_road,high,,,,2023-11-22 23:33:02.588273+00:00,,1,FKUSR00071,FKUSR00001,,,,halasuru_gate,,FKKG000065,,,,,,,,Bengaluru Central Corporation,central_zone_2,townhalljunction,124.24396535,23,2,0,11,0,1,0,night,4,0,0.068859258097664,1.845505617521788,1,0.0,0,0,0,0,1,0,0,1,13,0,1,1,10,268,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,Medium,1,60.53,0.9,813.8669654716016,1.4158815612382234,743,70.74039030955585,397.6937878300001,1.4333333333333331,30,70.757,905.855646780299,1.0737155621742367,8058,65.1206825515016,65.91652173913043,74.66428571428571,65.89697865353038,67.77,597.9401045511112,1.288888888888889,66.03622222222222,45.0,66.03622222222222,1527.6818144694446,1.6666666666666667,77.02,6.0,77.02,948.7960556160098,1.110016420361248,65.96178981937604,609.0,65.96178981937604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13,11,3,Low
FKID006173,unplanned,13.0986024,77.5978107,13.0986024,77.5978107,"Raithara Santhe Road, Nehru Nagar Extension, Nehru Nagar, Bengaluru, Karnataka. Pin-560064 (India)",,vehicle_breakdown,0,2023-11-22 23:36:42.910000+00:00,2023-11-23 02:35:47.717102+00:00,closed,1,2023-11-23 02:35:47.717102+00:00,,unknown,breakdown,bmtc_bus,FKN00GL0421,bellary_road_2,high,,,,2023-11-22 23:38:12.878302+00:00,,1,FKUSR00554,FKUSR00001,,,,yelahanka,,FKKG000543,,,,,,,,Bengaluru North Corporation,north_zone_2,santhecircle,179.08011836666668,23,2,0,11,0,1,0,night,4,0,0.0946381327866788,0.1133163308626637,1,0.0,0,0,0,0,1,0,0,1,13,0,1,1,3,238,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,Medium,1,67.39,0.9,623.9550017936675,1.482849604221636,379,72.46828496042217,1345.3884538040002,1.6,25,78.5328,905.855646780299,1.0737155621742367,8058,65.1206825515016,70.53696969696969,78.458,65.8994262295082,67.77,250.6529885078125,1.4375,70.6353125,32.0,70.6353125,170.063377,1.75,81.225,4.0,81.225,947.4443308778689,1.1098360655737705,65.95288524590164,610.0,65.95288524590164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,10,3,Low
FKID006174,unplanned,12.9440124,77.6068594,12.9440124,77.6068594,"New Mico Road, Adugodi Junction, Adugodi, Bengaluru, Karnataka. Pin-560030 (India)",,road_conditions,0,2023-11-23 00:58:24.093000+00:00,2023-11-23 01:29:48.382240+00:00,closed,1,2023-11-23 01:29:48.382797+00:00,,unknown,unknown,unknown,,hosur_road,high,,,,2023-11-23 00:59:41.579587+00:00,,1,FKUSR01723,FKUSR00001,,,,adugodi,,FKKG001611,,,,FKUSR01723,2023-11-23 01:29:48.382240+00:00,,,Bengaluru South Corporation,south_zone_2,adugodijunc,31.40482066666667,0,3,0,11,0,1,0,late_night,2,0,0.459745757177408,2.375684787972345,1,0.0,0,0,0,0,0,0,0,1,10,0,10,1,7,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8701245667687058,0.0,0.0,0.0,0.4928318560174172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Medium,1,48.93,0.9,810.2986791096197,1.4026845637583891,298,68.18771812080537,16.715429425,1.0,2,47.09,905.855646780299,1.0737155621742367,8058,65.1206825515016,72.11368421052632,48.93,65.87165302782324,69.36,119.97932921666666,1.5555555555555556,73.40166666666667,18.0,73.40166666666667,931.9204616015029,1.0966183574879227,65.69077294685991,0.0,65.69077294685991,946.1867789752318,1.1096563011456628,65.95523731587562,611.0,65.95523731587562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8701245667687058,0.0,0.0,0.0,0.4928318560174172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,9,3,Low
FKID005240,unplanned,13.0264597,77.6200847,13.0264597,77.6200847,"Nagawara Main Road, Gogappa Industrial Area, Kadugondanahalli, Bengaluru, Karnataka. Pin-560045 (India)",,vehicle_breakdown,0,2023-11-23 01:19:44.024000+00:00,2023-11-23 01:49:40.582638+00:00,closed,0,2023-11-23 01:49:41.646162+00:00,,unknown,hgv_off_road_due_to_starting_trauble,heavy_vehicle,FKN00GL2628,non_corridor,low,,,,2023-11-23 01:22:41.087287+00:00,,1,FKUSR01459,FKUSR00001,,,,k_g_halli,,FKKG001396,,,,FKUSR01459,2023-11-23 01:49:40.582638+00:00,,,Bengaluru North Corporation,north_zone_1,unknown,29.942643966666665,1,3,0,11,0,1,0,late_night,2,0,1.2762831380491009,1.152098184784364,1,0.0,0,0,0,0,1,0,0,1,13,1,2,1,11,277,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,Low,0,33.74,0.55,1072.2135594958706,0.5160051216389244,3124,57.65349551856594,909.2545886939166,1.0330213667667314,5663,64.75658484901994,905.855646780299,1.0737155621742367,8058,65.1206825515016,57.07924107142857,65.91060301507537,65.81915032679738,53.22,1203.145172329746,0.484304932735426,57.18390134529148,223.0,57.18390134529148,954.0778229010051,1.050251256281407,66.24356783919598,199.0,66.24356783919598,944.6920372132897,1.1094771241830066,65.9274183006536,612.0,65.9274183006536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9,11,1,Low
